from,to,date_posix_first,length,ward_id,wardType,newID
008-0006-O-L,008-0017-B-C,2020-05-04T09:55:40Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0037-C-J,2020-05-04T09:58:10Z,880,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0037-C-J,2020-05-04T10:00:00Z,1280,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0037-C-J,2020-05-04T10:09:10Z,740,8,Infectious Diseases,Infectious diseases #2
008-0049-D-S,008-0060-F-E,2020-05-04T10:19:30Z,590,8,Infectious Diseases,Infectious diseases #2
008-0049-D-S,008-0055-G-J,2020-05-04T10:29:20Z,230,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T10:50:20Z,150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T10:54:10Z,160,8,Infectious Diseases,Infectious diseases #2
008-0049-D-S,008-0052-C-H,2020-05-04T11:05:30Z,160,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0047-B-C,2020-05-04T12:17:50Z,50,8,Infectious Diseases,Infectious diseases #2
008-0049-D-S,008-0055-G-J,2020-05-04T12:19:30Z,20,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0071-T-A,2020-05-04T12:20:50Z,180,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T12:35:50Z,170,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-04T12:38:50Z,670,8,Infectious Diseases,Infectious diseases #2
008-0049-D-S,008-0055-G-J,2020-05-04T12:47:10Z,340,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0070-R-A,2020-05-04T12:52:30Z,400,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0032-A-N,2020-05-04T12:56:40Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0033-D-N,2020-05-04T12:58:00Z,310,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0033-D-N,2020-05-04T13:04:30Z,710,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T13:09:10Z,680,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0070-R-A,2020-05-04T13:16:40Z,350,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0047-B-C,2020-05-04T13:17:50Z,790,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0065-J-F,2020-05-04T13:20:00Z,40,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0010-D-L,2020-05-04T13:24:40Z,300,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0009-L-V,2020-05-04T13:24:40Z,300,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0047-B-C,2020-05-04T13:37:10Z,300,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0047-B-C,2020-05-04T13:47:20Z,320,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0047-B-C,2020-05-04T13:47:20Z,320,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0047-B-C,2020-05-04T13:55:30Z,120,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0049-D-S,2020-05-04T13:57:10Z,90,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0047-B-C,2020-05-04T13:58:20Z,50,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0033-D-N,2020-05-04T14:01:30Z,50,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T14:01:40Z,50,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0047-B-C,2020-05-04T14:04:30Z,250,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T14:10:20Z,80,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0033-D-N,2020-05-04T14:10:20Z,80,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0047-B-C,2020-05-04T14:13:50Z,90,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0065-J-F,2020-05-04T14:18:10Z,230,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0071-T-A,2020-05-04T14:21:30Z,230,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0049-D-S,2020-05-04T14:22:10Z,320,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0037-C-J,2020-05-04T14:27:20Z,140,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T14:34:30Z,1110,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T14:44:50Z,1260,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T14:50:30Z,910,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-04T15:10:30Z,370,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T15:11:50Z,390,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-04T15:18:40Z,60,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-04T15:18:40Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T15:19:40Z,1140,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0042-R-L,2020-05-04T15:47:20Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T15:48:50Z,980,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0070-R-A,2020-05-04T15:49:20Z,1270,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T16:06:30Z,150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0017-B-C,2020-05-04T16:10:30Z,1800,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0042-R-L,2020-05-04T16:14:50Z,60,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0070-R-A,2020-05-04T16:37:20Z,180,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-04T16:45:10Z,310,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0071-T-A,2020-05-04T16:48:40Z,60,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0051-K-R,2020-05-04T16:56:50Z,90,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0071-T-A,2020-05-04T16:57:40Z,300,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0070-R-A,2020-05-04T16:58:00Z,130,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T17:07:10Z,820,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0071-T-A,2020-05-04T17:27:30Z,90,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T17:40:40Z,730,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T17:43:10Z,580,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T18:16:10Z,380,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0070-R-A,2020-05-04T18:21:10Z,60,8,Infectious Diseases,Infectious diseases #2
008-0033-D-N,008-0071-T-A,2020-05-04T18:21:20Z,50,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T18:48:20Z,60,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T19:13:20Z,1880,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0079-L-S,2020-05-04T19:14:50Z,70,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T19:53:00Z,310,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T19:59:50Z,1960,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T20:41:50Z,1730,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T21:12:30Z,840,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T21:49:10Z,3550,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T23:01:10Z,60,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T23:04:50Z,520,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-04T23:14:40Z,990,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-05T00:02:00Z,940,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-05T00:19:10Z,1060,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0075-P-D,2020-05-05T01:36:50Z,150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0031-C-B,2020-05-05T05:05:00Z,170,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T05:07:10Z,430,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0007-F-V,2020-05-05T05:15:00Z,90,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T05:15:00Z,90,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0008-P-S,2020-05-05T05:15:30Z,60,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T05:21:20Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T05:21:40Z,60,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0087-B-K,2020-05-05T06:09:00Z,10,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T06:09:40Z,20,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-05T06:15:30Z,570,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0022-L-G,2020-05-05T06:21:30Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T06:29:00Z,10,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-05T06:32:50Z,470,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0061-D-A,2020-05-05T06:33:10Z,20,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-05T06:33:50Z,970,8,Infectious Diseases,Infectious diseases #2
008-0072-K-A,008-0073-P-M,2020-05-05T06:35:30Z,870,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0021-T-F,2020-05-05T06:35:50Z,160,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0031-C-B,2020-05-05T06:42:50Z,80,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0015-D-M,2020-05-05T06:43:10Z,90,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0012-E-C,2020-05-05T06:49:30Z,180,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T06:51:30Z,350,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0007-F-V,2020-05-05T06:56:20Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T06:58:30Z,520,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0038-G-G,2020-05-05T06:59:50Z,20,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0031-C-B,2020-05-05T07:03:40Z,230,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0031-C-B,2020-05-05T07:03:50Z,1760,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0031-C-B,2020-05-05T07:06:30Z,1600,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0038-G-G,2020-05-05T07:06:30Z,1870,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T07:35:20Z,920,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T07:43:20Z,140,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0090-M-C,2020-05-05T07:46:10Z,100,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T07:48:50Z,310,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0038-G-G,2020-05-05T07:53:40Z,40,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0042-R-L,2020-05-05T07:57:30Z,100,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0090-M-C,2020-05-05T08:00:50Z,60,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T08:02:10Z,40,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0087-B-K,2020-05-05T08:03:10Z,50,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T08:14:30Z,150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T08:14:50Z,500,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T08:26:00Z,90,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T08:52:20Z,30,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T09:00:10Z,220,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T09:01:10Z,240,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0008-P-S,2020-05-05T09:01:40Z,250,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T09:09:10Z,140,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T09:10:30Z,320,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T09:10:30Z,350,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T09:15:40Z,590,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0038-G-G,2020-05-05T09:15:40Z,500,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0038-G-G,2020-05-05T09:15:50Z,490,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0047-B-C,2020-05-05T09:23:20Z,50,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T09:50:30Z,170,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0087-B-K,2020-05-05T09:53:20Z,190,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0042-R-L,2020-05-05T10:00:10Z,130,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T10:01:30Z,60,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T10:15:20Z,210,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T10:20:10Z,600,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T10:31:30Z,90,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T10:32:10Z,700,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T10:47:20Z,900,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T11:31:20Z,500,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0082-S-N,2020-05-05T11:38:10Z,210,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0081-S-G,2020-05-05T11:45:20Z,480,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0081-S-G,2020-05-05T11:46:00Z,440,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0031-C-B,2020-05-05T11:50:00Z,190,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T11:56:20Z,550,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0071-T-A,2020-05-05T12:00:10Z,160,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0009-L-V,2020-05-05T12:00:10Z,500,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0071-T-A,2020-05-05T12:04:20Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0010-D-L,2020-05-05T12:10:30Z,160,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T12:13:00Z,1150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T12:24:50Z,720,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T12:28:30Z,130,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0096-B-J,2020-05-05T12:43:40Z,110,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0032-A-N,2020-05-05T12:47:30Z,110,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T12:47:40Z,350,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0096-B-J,2020-05-05T12:47:40Z,100,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T12:55:20Z,810,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T12:59:10Z,150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T13:15:00Z,510,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T13:15:10Z,350,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T13:16:50Z,250,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T13:32:50Z,190,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T13:33:00Z,150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T13:38:10Z,780,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0086-V-A,2020-05-05T13:46:10Z,150,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T13:48:40Z,180,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0070-R-A,2020-05-05T13:53:10Z,720,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0070-R-A,2020-05-05T14:09:00Z,480,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0084-T-C,2020-05-05T14:15:10Z,110,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0047-B-C,2020-05-05T14:18:20Z,300,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0095-B-C,2020-05-05T14:19:00Z,190,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T14:21:50Z,100,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T14:24:10Z,60,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T14:24:30Z,1250,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0096-B-J,2020-05-05T14:26:00Z,210,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T14:27:30Z,140,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T14:27:40Z,480,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T14:28:00Z,1040,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0084-T-C,2020-05-05T14:39:20Z,350,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T14:45:00Z,390,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0087-B-K,2020-05-05T14:50:20Z,1080,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T15:24:50Z,760,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T15:27:30Z,760,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T15:35:00Z,390,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0032-A-N,2020-05-05T15:35:40Z,140,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0096-B-J,2020-05-05T15:35:50Z,130,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0087-B-K,2020-05-05T15:41:40Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T15:43:10Z,420,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0096-B-J,2020-05-05T15:43:30Z,660,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T15:50:00Z,40,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0084-T-C,2020-05-05T15:51:20Z,700,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T15:52:00Z,130,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T15:52:10Z,270,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0044-D-L,2020-05-05T15:53:10Z,100,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0029-R-Y,2020-05-05T15:55:20Z,280,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0030-P-J,2020-05-05T15:55:20Z,270,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T15:57:40Z,770,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0032-A-N,2020-05-05T15:57:50Z,270,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T15:58:10Z,230,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0084-T-C,2020-05-05T16:04:50Z,190,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T16:11:40Z,370,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T16:13:10Z,70,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0022-L-G,2020-05-05T16:14:40Z,100,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T16:20:50Z,210,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0042-R-L,2020-05-05T16:22:50Z,220,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T16:25:50Z,290,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T16:25:50Z,120,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T16:30:20Z,200,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0087-B-K,2020-05-05T16:30:50Z,140,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0096-B-J,2020-05-05T16:34:40Z,120,8,Infectious Diseases,Infectious diseases #2
008-0006-O-L,008-0084-T-C,2020-05-05T16:41:30Z,400,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T16:45:20Z,250,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T16:51:10Z,320,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T16:52:40Z,230,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0084-T-C,2020-05-05T17:05:10Z,540,8,Infectious Diseases,Infectious diseases #2
008-0032-A-N,008-0071-T-A,2020-05-05T18:27:30Z,1950,8,Infectious Diseases,Infectious diseases #2
